Laptop,I/O-device,I/O-device,Apple Earpods,I/O-device,I/O-device,iPad,Apple TV,I/O-device,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Laptop,Laptop,Desktop,I/O-device,I/O-device,iPad,DYMO Label Manker,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Monitor,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Smart Light Bulb,Apple Earpods,DYMO Labeling Tape,Epson Black Ink,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Earpods,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPhone Charger Cable,Epson Black Ink,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,I/O-device,iPad Pro,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Laptop,I/O-device,Desktop,Apple Earpods,Desktop,Apple TV,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Desktop,Slim 2TB Portable External Hard Drive,Epson Printer,I/O-device,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Otium Wireless Sports Bluetooth Headphone,Desktop,Desktop,Sonos,I/O-device,Zombie Gaming Headset,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,I/O-device,I/O-device,Monitor,Microsoft Office Home and Student 2016,Etekcity Power Extension Cord Cable,PC Gaming Headset,iPad Pro,I/O-device,,,,,,,,,,,,,,,,,,,,,,
Laptop,Computer Game,Desktop,Epson Printer,Laptop,Philips Flexible Earhook Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,Smart Light Bulb,Monitor,Laptop,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,HP Wireless Printer,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Apple Earpods,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Black & Tri-color Ink,Epson Printer,I/O-device,Laptop,Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,Desktop,DOSS Touch Wireless Bluetooth,Belkin Mouse Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Panasonic In-Ear Headphone,Samsung Charging Cable,Desktop,Panasonic On-Ear Stereo Headphones,Apple Earpods,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,
Monitor,HP Black & Tri-color Ink,I/O-device,Microsoft Office Home and Student 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,I/O-device,I/O-device,Desktop,Etekcity Power Extension Cord Cable,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,I/O-device,Monitor,Canon Office Printer,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Zombie Gaming Headset,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Computer Game,Desktop,Monitor,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Desktop,Monitor,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Computer Game,Laptop,Desktop,Microsoft Office Home and Student 2016,I/O-device,iPad Pro,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Dell 2 Desktop,Monitor,HP Black & Tri-color Ink,Monitor,Desktop,Monitor,I/O-device,Laptop,Desktop,Laptop,iPhone Charger Cable,Brother Printer,,,,,,,,,,,,,,,,,,
Laptop,Laptop,Monitor,Laptop,Desktop,Desktop,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Sonos,I/O-device,Apple Earpods,Laptop,I/O-device,Microsoft Headset,PC Gaming Headset,Halter Mesh Metal Monitor Stand,I/O-device,,,,,,,,,,,,,,,,,,,,,,
Monitor,Otium Wireless Sports Bluetooth Headphone,Laptop,Laptop,Dell 2 Desktop,Monitor,I/O-device,Desktop,I/O-device,Epson Printer,Desktop,Ethernet Cable,Epson Black Ink,Halter Mesh Metal Monitor Stand,I/O-device,,,,,,,,,,,,,,,,,
Monitor,Laptop,Laptop,Desktop,Monitor,Computer Game,Laptop,Desktop,Monitor,Sonos,Laptop,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,
Otium Wireless Sports Bluetooth Headphone,Desktop,Desktop,I/O-device,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,Laptop,Desktop,Monitor,Laptop,Desktop,Desktop,I/O-device,Microsoft Office Home and Student 2016,Monitor,Apple Earpods,I/O-device,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,HDMI Cable 6ft,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,I/O-device,Dell 2 Desktop,Laptop,Desktop,Bose Companion Speakers,Laptop,Monitor,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Desktop,I/O-device,Belkin Mouse Pad,Desktop,I/O-device,Laptop,Logitech ClearChat Headset,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monitor,Laptop,Desktop,Desktop,I/O-device,Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monitor,Computer Game,Laptop,Desktop,Laptop,Panasonic In-Ear Headphone,Monitor,Epson Printer,Desktop,,,,,,,,,,,,,,,,,,,,,,
Laptop,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Monitor,Desktop,I/O-device,Microsoft Office Home and Student 2016,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Desktop,Monitor,Laptop,Desktop,HP Wireless Printer,Desktop,Bose Companion Speakers,Smart Light Bulb,Full Motion Monitor Mount,I/O-device,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Monitor,I/O-device,Bose Companion Speakers,Desktop,Laptop,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Epson Printer,Ailihen Stereo Headphones,Desktop,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,HP Wireless Printer,Panasonic In-Ear Headphone,I/O-device,Desktop,I/O-device,Belkin Mouse Pad,Desktop,VGA Monitor Cable,Laptop,Apple Earpods,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,
Desktop,Desktop,Desktop,Full Motion Monitor Mount,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Ailihen Stereo Headphones,Sonos,Monitor,I/O-device,Belkin Mouse Pad,Halter Acrylic Monitor Stand,Apple Earpods,Laptop,I/O-device,Monster Beats By Dr Dre,Desktop,Desktop,iPad,,,,,,,,,,,,,,,,,
I/O-device,Etekcity Power Extension Cord Cable,Belkin Mouse Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Microsoft Office Home and Student 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otium Wireless Sports Bluetooth Headphone,I/O-device,Monitor,Desktop,Laptop,Desktop,Laptop,Epson Printer,Desktop,Mackie CR Speakers,Desktop,I/O-device,Rokono Mini Speaker,,,,,,,,,,,,,,,,,,,
Sonos,Desktop,I/O-device,Laptop,Apple Earpods,Monitor,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,HP Wireless Printer,Desktop,Belkin Mouse Pad,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Earpods,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Desktop,Monitor,Desktop,Koss Home Headphones,Microsoft Office Home and Student 2016,DYMO Labeling Tape,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Desktop,Panasonic In-Ear Headphone,I/O-device,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,3TB Portable External Hard Drive,Apple Earpods,Microsoft Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Apple Earpods,Monitor,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Monitor,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otium Wireless Sports Bluetooth Headphone,I/O-device,Monitor,Laptop,Desktop,Desktop,Panasonic In-Ear Headphone,Desktop,Desktop,Etekcity Power Extension Cord Cable,Belkin Mouse Pad,Microsoft Office Home and Student 2016,Zombie Gaming Headset,I/O-device,,,,,,,,,,,,,,,,,,
Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Monitor,I/O-device,Koss Home Headphones,Desktop,Monitor,Belkin Mouse Pad,I/O-device,Halter Mesh Metal Monitor Stand,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDMI Cable 6ft,Laptop,Monitor,I/O-device,Koss Home Headphones,Desktop,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Etekcity Power Extension Cord Cable,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Home,Smart Light Bulb,I/O-device,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC Gaming Headset,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Monitor,I/O-device,iPhone Charger Cable,Desktop,Etekcity Power Extension Cord Cable,Laptop,Halter Mesh Metal Monitor Stand,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Otium Wireless Sports Bluetooth Headphone,Desktop,Apple Earpods,Monitor,Samsung Galaxy Tablet,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,
Sonos,Laptop,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Laptop,Desktop,Belkin Mouse Pad,Apple Earpods,Desktop,iPad,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Otium Wireless Sports Bluetooth Headphone,I/O-device,Monitor,Laptop,Panasonic In-Ear Headphone,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDMI Cable 6ft,Monitor,Laptop,Desktop,Monitor,Laptop,Desktop,Ailihen Stereo Headphones,Monitor,Desktop,2TB Portable External Hard Drive,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Bose Companion Speakers,Epson Black Ink,I/O-device,Desktop,I/O-device,Laptop,Apple Earpods,Monitor,Zombie Gaming Headset,Laptop,Epson Black Ink,I/O-device,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,HDMI Cable 6ft,Monitor,Laptop,Laptop,Desktop,Desktop,Dell 2 Desktop,Laptop,Monitor,HP Wireless Printer,Desktop,Panasonic In-Ear Headphone,I/O-device,Brother Printer Toner,Full Motion Monitor Mount,Laptop,Desktop,Zombie Gaming Headset,I/O-device,Laptop,PC Gaming Headset,,,,,,,,,,
Dell 2 Desktop,I/O-device,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Apple Earpods,Laptop,I/O-device,Laptop,JBL Splashproof Portable Bluetooth Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell 2 Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Laptop,Desktop,iPad,PC Gaming Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Desktop,Monitor,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Monitor,Laptop,Desktop,Monitor,Desktop,Google Home,Microsoft Office Home and Student 2016,I/O-device,Mackie CR Speakers,Halter Acrylic Monitor Stand,Desktop,Zombie Gaming Headset,Epson Black Ink,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,Laptop,Desktop,Desktop,Desktop,Apple Earpods,Brother Printer,iPad Pro,I/O-device,,,,,,,,,,,,,,,,,,,,,,
Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slim 2TB Portable External Hard Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose Companion Speakers,I/O-device,Belkin Mouse Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Desktop,I/O-device,Laptop,Desktop,Monitor,Desktop,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,
Laptop,I/O-device,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Desktop,Cambridge Bluetooth Speaker,Desktop,I/O-device,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monster Beats By Dr Dre,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Beats By Dr Dre,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,Desktop,DYMO Label Manker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,I/O-device,Computer Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monitor,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,3TB Portable External Hard Drive,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Wireless Printer,Desktop,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etekcity Power Extension Cord Cable,Brother Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Monitor,Desktop,I/O-device,Redragon Gaming Mouse,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,
HDMI Cable 6ft,Desktop,Monitor,Laptop,Desktop,Desktop,Smart Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Office Home and Student 2016,Desktop,Belkin Mouse Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Desktop,Desktop,Laptop,I/O-device,Microsoft Office Home and Student 2016,Desktop,I/O-device,Cyber Acoustics,I/O-device,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Laptop,Desktop,I/O-device,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Apple Earpods,Monitor,I/O-device,PC Gaming Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,HP Wireless Printer,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epson Black Ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Beats By Dr Dre,Monitor,I/O-device,I/O-device,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Monitor,Desktop,Laptop,I/O-device,Epson Printer,Fire HD Tablet,Monitor,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Monitor,Desktop,I/O-device,Fire TV Stick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Monitor,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Sonos,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,I/O-device,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Samsung Charging Cable,Apple Earpods,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
HDMI Cable 6ft,Monitor,Epson Black Ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPad Pro,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Microsoft Office Home and Student 2016,3TB Portable External Hard Drive,Monitor,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slim 2TB Portable External Hard Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge Bluetooth Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,I/O-device,Laptop,Desktop,Desktop,Epson Black Ink,Epson Printer,Microsoft Office Home and Student 2016,Desktop,I/O-device,Desktop,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Monitor,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otium Wireless Sports Bluetooth Headphone,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Monitor,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Monitor,Laptop,Desktop,Desktop,Etekcity Power Extension Cord Cable,Laptop,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Desktop,Desktop,iPad,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Epson Printer,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Etekcity Power Extension Cord Cable,JBL Splashproof Portable Bluetooth Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,I/O-device,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Laptop,Desktop,Epson Printer,,,,,,,,,,,,,,,,,,,,,,,,,,
APIE Bluetooth Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Bose Companion Speakers,Kindle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose Companion Speakers,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Apple Earpods,Desktop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose Companion Speakers,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Microsoft Office Home and Student 2016,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Laptop,Desktop,Desktop,Monitor,Laptop,Desktop,Microsoft Office Home and Student 2016,I/O-device,Full Motion Monitor Mount,I/O-device,I/O-device,Apple Earpods,Laptop,Canon Ink,,,,,,,,,,,,,,,,,
Laptop,Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,I/O-device,Cambridge Bluetooth Speaker,Sonos,I/O-device,I/O-device,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Desktop,Desktop,Apple Earpods,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Laptop,Cyber Acoustics,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell 2 Desktop,Laptop,Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slim 2TB Portable External Hard Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Desktop,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPad Pro,JBL Splashproof Portable Bluetooth Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Apple TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,I/O-device,Bose Companion Speakers,Microsoft Office Home and Student 2016,Desktop,I/O-device,Apple Earpods,Laptop,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Desktop,Desktop,I/O-device,Belkin Mouse Pad,Microsoft Office Home and Student 2016,Smart Light Bulb,Apple Earpods,Monitor,I/O-device,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Kindle,Laptop,Canon Office Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Kindle,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,Desktop,Belkin Mouse Pad,Samsung Charging Cable,Full Motion Monitor Mount,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Laptop,Desktop,Monitor,I/O-device,Apple Earpods,Desktop,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Monitor,I/O-device,Belkin Mouse Pad,Fire HD Tablet,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,JBL Splashproof Portable Bluetooth Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Earpods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,Apple Earpods,Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Laptop,Desktop,Computer Game,Laptop,Desktop,Desktop,I/O-device,Monitor,,,,,,,,,,,,,,,,,,,,,,
Monitor,Desktop,Panasonic In-Ear Headphone,Height-Adjustable Standing Desk,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,HP Wireless Printer,Microsoft Office Home and Student 2016,Desktop,Apple Earpods,Laptop,I/O-device,I/O-device,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,
Zombie Gaming Headset,Halter Mesh Metal Monitor Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,iPhone Charger Cable,Desktop,JBL Splashproof Portable Bluetooth Speaker,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop,iPhone Charger Cable,Microsoft Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDMI Cable 6ft,Desktop,Monitor,iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Monitor,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,Laptop,Monitor,I/O-device,Microsoft Office Home and Student 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otium Wireless Sports Bluetooth Headphone,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I/O-device,Desktop,Laptop,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIE Bluetooth Headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slim 2TB Portable External Hard Drive,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Laptop,Desktop,Desktop,Computer Game,I/O-device,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop,I/O-device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etekcity Power Extension Cord Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
